Division,Zila,Upazila/Thana,CityCorp/Paurasava,Union/Ward,Name
30,29,84,99,76,NARIKELBARIA
30,29,84,99,85,SADARPUR
30,29,90,,,SALTHA
30,29,90,99,10,ATGHAR
30,29,90,99,11,BALLABHDI
30,29,90,99,16,BHAWAL
30,29,90,99,39,GATTI
30,29,90,99,44,JADUNANDI
30,29,90,99,61,MAJHARDIA
30,29,90,99,78,RAMKANTAPUR
30,29,90,99,89,SONAPUR
30,33,,,,GAZIPUR
30,33,30,,,GAZIPUR SADAR
30,33,30,33,,GAZIPUR CITY CORPORATION
30,33,30,33,01,WARD NO-01
30,33,30,33,02,WARD NO-02
30,33,30,33,03,WARD NO-03
30,33,30,33,04,WARD NO-04
30,33,30,33,05,WARD NO-05
30,33,30,33,06,WARD NO-06
30,33,30,33,07,WARD NO-07
30,33,30,33,08,WARD NO-08
30,33,30,33,09,WARD NO-09
30,33,30,33,10,WARD NO-10
30,33,30,33,11,WARD NO-11
30,33,30,33,12,WARD NO-12
30,33,30,33,13,WARD NO-13
30,33,30,33,14,WARD NO-14
30,33,30,33,15,WARD NO-15
30,33,30,33,16,WARD NO-16
30,33,30,33,17,WARD NO-17
30,33,30,33,18,WARD NO-18
30,33,30,33,19,WARD NO-19
30,33,30,33,20,WARD NO-20
30,33,30,33,21,WARD NO-21
30,33,30,33,22,WARD NO-22
30,33,30,33,23,WARD NO-23
30,33,30,33,24,WARD NO-24
30,33,30,33,31,WARD NO-25
30,33,30,33,32,WARD NO-26
30,33,30,33,33,WARD NO-27
30,33,30,33,34,WARD NO-28
30,33,30,33,35,WARD NO-29
30,33,30,33,36,WARD NO-30
30,33,30,33,37,WARD NO-31
30,33,30,33,38,WARD NO-32
30,33,30,33,39,WARD NO-33
30,33,30,33,40,WARD NO-34
30,33,30,33,41,WARD NO-35
30,33,30,33,42,WARD NO-36
30,33,30,33,43,WARD NO-37
30,33,30,33,44,WARD NO-38
30,33,30,33,45,WARD NO-39
30,33,30,33,46,WARD NO-40
30,33,30,33,47,WARD NO-41
30,33,30,33,48,WARD NO-42
30,33,30,33,49,WARD NO-43
30,33,30,33,50,WARD NO-44
30,33,30,33,51,WARD NO-45
30,33,30,33,52,WARD NO-46
30,33,30,33,53,WARD NO-47
30,33,30,33,54,WARD NO-48
30,33,30,33,55,WARD NO-49
30,33,30,33,56,WARD NO-50
30,33,30,33,57,WARD NO-51
30,33,30,33,58,WARD NO-52
30,33,30,33,59,WARD NO-53
30,33,30,33,60,WARD NO-54
30,33,30,33,61,WARD NO-55
30,33,30,33,62,WARD NO-56
30,33,30,33,63,WARD NO-57
30,33,30,99,25,BARIA
30,33,30,99,28,BHAWALGARH
30,33,30,99,67,MIRZAPUR
30,33,30,99,70,PIRUJALI
30,33,30,99,98,GAZIPUR CANT.
30,33,32,,,KALIAKAIR
30,33,32,44,,KALIAKAIR PAURASHAVA
30,33,32,44,01,WARD NO-01
30,33,32,44,02,WARD NO-02
30,33,32,44,03,WARD NO-03
30,33,32,44,04,WARD NO-04
30,33,32,44,05,WARD NO-05
30,33,32,44,06,WARD NO-06
30,33,32,44,07,WARD NO-07
30,33,32,44,08,WARD NO-08
30,33,32,44,09,WARD NO-09
30,33,32,99,13,ATABAHA
30,33,32,99,19,BOALI
30,33,32,99,28,CHAPAIR
30,33,32,99,38,DHALJORA
30,33,32,99,47,FULBARIA
30,33,32,99,57,MADHYAPARA
30,33,32,99,66,MOUCHAK
30,33,32,99,76,SREEFALTALI
30,33,32,99,85,SUTRAPUR
30,33,34,,,KALIGANJ
30,33,34,49,,KALIGANJ PAURASHAVA
30,33,34,49,01,WARD NO-01
30,33,34,49,02,WARD NO-02
30,33,34,49,03,WARD NO-03
30,33,34,49,04,WARD NO-04
30,33,34,49,05,WARD NO-05
30,33,34,49,06,WARD NO-06
30,33,34,49,07,WARD NO-07
30,33,34,49,08,WARD NO-08
30,33,34,49,09,WARD NO-09
30,33,34,99,15,BAHADURSADI
30,33,34,99,17,BAKTARPUR
30,33,34,99,60,JAMALPUR
30,33,34,99,69,JANGALIA
30,33,34,99,94,MOKTARPUR
30,33,34,99,96,NAGARI
30,33,34,99,97,TUMULIA
30,33,36,,,KAPASIA
30,33,36,99,13,BARISHABA
30,33,36,99,17,CHANDPUR
30,33,36,99,25,DURGAPUR
30,33,36,99,34,GHAGOTIA
30,33,36,99,43,KAPASIA
30,33,36,99,51,KARIHATA
30,33,36,99,60,RAYED
30,33,36,99,69,SANMANIA
30,33,36,99,77,SINGASREE
30,33,36,99,86,TARGAON
30,33,36,99,94,TOKE
30,33,86,,,SREEPUR
30,33,86,55,,SREEPUR PAURASHAVA
30,33,86,55,01,WARD NO-01
30,33,86,55,02,WARD NO-02
30,33,86,55,03,WARD NO-03
30,33,86,55,04,WARD NO-04
30,33,86,55,05,WARD NO-05
30,33,86,55,06,WARD NO-06
30,33,86,55,07,WARD NO-07
30,33,86,55,08,WARD NO-08
30,33,86,55,09,WARD NO-09
30,33,86,99,21,BARMI
30,33,86,99,25,GAZIPUR
30,33,86,99,28,GOSINGA
30,33,86,99,38,KAORAID
30,33,86,99,47,MAONA
30,33,86,99,57,PRAHLADPUR
30,33,86,99,66,RAJABARI
30,33,86,99,85,TELIHATI
30,35,,,,GOPALGANJ
30,35,32,,,GOPALGANJ SADAR
30,35,32,25,,GOPALGANJ PAURASHAVA
30,35,32,25,01,WARD NO-01
30,35,32,25,02,WARD NO-02
30,35,32,25,03,WARD NO-03
30,35,32,25,04,WARD NO-04
30,35,32,25,05,WARD NO-05
30,35,32,25,06,WARD NO-06
30,35,32,25,07,WARD NO-07
30,35,32,25,08,WARD NO-08
30,35,32,25,09,WARD NO-09
30,35,32,99,11,BORASI
30,35,32,99,13,BAULTALI
30,35,32,99,15,CHANDRA DIGHALIA
30,35,32,99,17,DURGAPUR
30,35,32,99,21,GOBRA
30,35,32,99,30,GOPINATHPUR
30,35,32,99,34,HARIDASPUR
30,35,32,99,38,JALALABAD
30,35,32,99,43,KAJULIA
30,35,32,99,47,KARPARA
30,35,32,99,51,KATI
30,35,32,99,56,LATIFPUR
30,35,32,99,60,MAJHIGATI
30,35,32,99,64,NIZRA
30,35,32,99,69,PAIKKANDI
30,35,32,99,73,RAGHUNATHPUR
30,35,32,99,77,SAHAPUR
30,35,32,99,82,SATPAR
30,35,32,99,86,SUKTAIL
30,35,32,99,90,ULPUR
30,35,32,99,94,URAFI
30,35,43,,,KASHIANI
30,35,43,99,11,BETHURI
30,35,43,99,13,FUKURA
30,35,43,99,20,HATIARA
30,35,43,99,27,KASHIANI
30,35,43,99,33,MAMUDPUR
30,35,43,99,40,MAHESHPUR
30,35,43,99,47,NIJAMKANDI
30,35,43,99,54,ORAKANDI
30,35,43,99,61,PARULIA
30,35,43,99,67,PUISUR
30,35,43,99,74,RAJPAT
30,35,43,99,81,RATAIL
30,35,43,99,88,SAJAIL
30,35,43,99,94,SINGA
30,35,51,,,KOTALIPARA
30,35,51,50,,KOTALIPARA PAURASHAVA
30,35,51,50,01,WARD NO-01
30,35,51,50,02,WARD NO-02
30,35,51,50,03,WARD NO-03
30,35,51,50,04,WARD NO-04
30,35,51,50,05,WARD NO-05
30,35,51,50,06,WARD NO-06
30,35,51,50,07,WARD NO-07
30,35,51,50,08,WARD NO-08
30,35,51,50,09,WARD NO-09
30,35,51,99,13,AMTALI
30,35,51,99,15,BANDHABARI
30,35,51,99,23,GHAGAR
30,35,51,99,31,HIRAN
30,35,51,99,39,KALABARI
30,35,51,99,47,KANDI
30,35,51,99,55,KUSHLA
30,35,51,99,63,PINJURI
30,35,51,99,71,RADHAGANJ
30,35,51,99,79,RAMSHIL
30,35,51,99,87,SADULLAPUR
30,35,51,99,94,SUAGRAM
30,35,58,,,MUKSUDPUR
30,35,58,65,,MUKSUDPUR PAURASHAVA
30,35,58,65,01,WARD NO-01
30,35,58,65,02,WARD NO-02
30,35,58,65,03,WARD NO-03
30,35,58,65,04,WARD NO-04
30,35,58,65,05,WARD NO-05
30,35,58,65,06,WARD NO-06
30,35,58,65,07,WARD NO-07
30,35,58,65,08,WARD NO-08
30,35,58,65,09,WARD NO-09
30,35,58,99,10,BHABRASUR
30,35,58,99,11,BAHUGRAM
30,35,58,99,16,BANSHBARIA
30,35,58,99,22,BATIKAMARI
30,35,58,99,27,DIGNAGAR
30,35,58,99,33,GOBINDAPUR
30,35,58,99,39,GOHALA
30,35,58,99,44,JALIRPAR
30,35,58,99,50,KASALIA
30,35,58,99,55,KHANDARPAR
30,35,58,99,61,MAHARAJPUR
30,35,58,99,67,MOCHNA
30,35,58,99,72,NANIKSHIR
30,35,58,99,78,PASARGATI
30,35,58,99,83,RAGHDI
30,35,58,99,94,UJANI
30,35,91,,,TUNGIPARA
30,35,91,75,,TUNGIPARA PAURASHAVA
30,35,91,75,01,WARD NO-01
30,35,91,75,02,WARD NO-02
30,35,91,75,03,WARD NO-03
30,35,91,75,04,WARD NO-04
30,35,91,75,05,WARD NO-05
30,35,91,75,06,WARD NO-06
30,35,91,75,07,WARD NO-07
30,35,91,75,08,WARD NO-08
30,35,91,75,09,WARD NO-09
30,35,91,99,19,BARNI
30,35,91,99,28,DUMURIA
30,35,91,99,38,GOPALPUR
30,35,91,99,66,KUSHLI
30,35,91,99,76,PATGATI
30,39,,,,JAMALPUR
30,39,07,,,BAKSHIGANJ
30,39,07,99,11,BAGAR CHAR
30,39,07,99,23,BAKSHIGANJ
30,39,07,99,35,BATTAJORE
30,39,07,99,47,DHANUA
30,39,07,99,59,MERUR CHAR
30,39,07,99,71,NILAKSHMIA
30,39,07,99,83,SADHUR PARA
30,39,15,,,DEWANGANJ
30,39,15,16,,DEWANGANJ PAURASHAVA
30,39,15,16,01,WARD NO-01
30,39,15,16,02,WARD NO-02
30,39,15,16,03,WARD NO-03
30,39,15,16,04,WARD NO-04
30,39,15,16,05,WARD NO-05
30,39,15,16,06,WARD NO-06
30,39,15,16,07,WARD NO-07
30,39,15,16,08,WARD NO-08
30,39,15,16,09,WARD NO-09
30,39,15,99,17,BAHADURABAD
30,39,15,99,29,CHAR AOMKHAOA
30,39,15,99,36,CHIKAJANI
30,39,15,99,43,CHUKAIBARI
30,39,15,99,51,DANGDHARA
30,39,15,99,58,DEWANGANJ UNION
30,39,15,99,65,HATEBHANGA
30,39,15,99,87,PAR RAMRAMPUR
30,39,29,,,ISLAMPUR
30,39,29,33,,ISLAMPUR PAURASHAVA
30,39,29,33,01,WARD NO-01
30,39,29,33,02,WARD NO-02
30,39,29,33,03,WARD NO-03
30,39,29,33,04,WARD NO-04
30,39,29,33,05,WARD NO-05
30,39,29,33,06,WARD NO-06
30,39,29,33,07,WARD NO-07
30,39,29,33,08,WARD NO-08
30,39,29,33,09,WARD NO-09
30,39,29,99,13,BELGACHHA
30,39,29,99,15,CHAR GOALINI
30,39,29,99,23,CHAR PUTIMARI
30,39,29,99,31,CHINADULLI
30,39,29,99,39,GAIBANDHA
30,39,29,99,47,GOALER CHAR
30,39,29,99,55,ISLAMPUR
30,39,29,99,63,KULKANDI
30,39,29,99,71,NOARPARA
30,39,29,99,79,PALBANDHA
30,39,29,99,87,PATHARSI
30,39,29,99,94,SAPDHARI
30,39,36,,,JAMALPUR SADAR
30,39,36,50,,JAMALPUR PAURASHAVA
30,39,36,50,01,WARD NO-01
30,39,36,50,02,WARD NO-02
30,39,36,50,03,WARD NO-03
30,39,36,50,04,WARD NO-04
30,39,36,50,05,WARD NO-05
30,39,36,50,06,WARD NO-06
30,39,36,50,07,WARD NO-07
30,39,36,50,08,WARD NO-08
30,39,36,50,09,WARD NO-09
30,39,36,50,10,WARD NO-10
30,39,36,50,11,WARD NO-11
30,39,36,50,12,WARD NO-12
30,39,36,99,13,BANSHCHARA
30,39,36,99,17,GHORADHAP
30,39,36,99,19,DIGPAITH
30,39,36,99,23,ITAIL
30,39,36,99,35,KENDUA
30,39,36,99,41,LAKSHMIR CHAR
30,39,36,99,47,MESHTA
30,39,36,99,53,NARUNDI
30,39,36,99,59,RANAGACHHA
30,39,36,99,65,RASHIDPUR
30,39,36,99,71,SAHABAJPUR
30,39,36,99,77,SHARIFPUR
30,39,36,99,83,SREEPUR
30,39,36,99,89,TITPALLA
30,39,36,99,95,TULSIR CHAR
30,39,58,,,MADARGANJ
30,39,58,60,,MADARGANJ PAURASHAVA
30,39,58,60,01,WARD NO-01
30,39,58,60,02,WARD NO-02
30,39,58,60,03,WARD NO-03
30,39,58,60,04,WARD NO-04
30,39,58,60,05,WARD NO-05
30,39,58,60,06,WARD NO-06
30,39,58,60,07,WARD NO-07
30,39,58,60,08,WARD NO-08
30,39,58,60,09,WARD NO-09
30,39,58,99,11,ADARBHITA
30,39,58,99,23,BALIJURI
30,39,58,99,35,CHAR PAKERDAHA
30,39,58,99,47,GUNARITALA
30,39,58,99,59,JOREKHALI UNION
30,39,58,99,71,KARAICHARA
30,39,58,99,83,SIDHULI
30,39,61,,,MELANDAHA
30,39,61,67,,MELANDAHA PAURASHAVA
30,39,61,67,01,WARD NO-01
30,39,61,67,02,WARD NO-02
30,39,61,67,03,WARD NO-03
30,39,61,67,04,WARD NO-04
30,39,61,67,05,WARD NO-05
30,39,61,67,06,WARD NO-06
30,39,61,67,07,WARD NO-07
30,39,61,67,08,WARD NO-08
30,39,61,67,09,WARD NO-09
30,39,61,99,17,ADRA
30,39,61,99,19,CHAR BANIPAKURI UNION
30,39,61,99,28,DURMUT
30,39,61,99,38,FULKOCHA
30,39,61,99,47,GHOSHER PARA
30,39,61,99,57,JHAUGARA
30,39,61,99,66,KULIA
30,39,61,99,76,MAHMUDPUR
30,39,61,99,85,NANGLA
30,39,61,99,95,NAYANAGAR
30,39,61,99,97,SHAYMPUR
30,39,85,,,SARISHABARI UPAZILA
30,39,85,83,,SARISHABARI PAURASHAVA
30,39,85,83,01,WARD NO-01
30,39,85,83,02,WARD NO-02
30,39,85,83,03,WARD NO-03
30,39,85,83,04,WARD NO-04
30,39,85,83,05,WARD NO-05
30,39,85,83,06,WARD NO-06
30,39,85,83,07,WARD NO-07
30,39,85,83,08,WARD NO-08
30,39,85,83,09,WARD NO-09
30,39,85,99,10,AONA
30,39,85,99,21,BHATARA
30,39,85,99,31,DOAIL
30,39,85,99,42,KAMRABAD
30,39,85,99,52,MAHADAN
30,39,85,99,63,PINGNA
30,39,85,99,73,POGALDIGHA
30,39,85,99,84,SATPOA
30,48,,,,KISHOREGONJ
30,48,02,,,AUSTAGRAM
30,48,02,99,11,ADAMPUR
30,48,02,99,23,AUSTAGRAM
30,48,02,99,35,BANGAL PARA
30,48,02,99,47,DEOGHAR
30,48,02,99,59,KALMA
30,48,02,99,71,KASTAIL
30,48,02,99,83,KHAYERPUR ABDULLAHPUR
30,48,02,99,91,PURBA AUSTAGRAM
30,48,06,,,BAJITPUR
30,48,06,25,,BAJITPUR PAURASHAVA
30,48,06,25,01,WARD NO-01
30,48,06,25,02,WARD NO-02
30,48,06,25,03,WARD NO-03
30,48,06,25,04,WARD NO-04
30,48,06,25,05,WARD NO-05
30,48,06,25,06,WARD NO-06
30,48,06,25,07,WARD NO-07
30,48,06,25,08,WARD NO-08
30,48,06,25,09,WARD NO-09
30,48,06,99,17,BALIARDI
30,48,06,99,25,DIGHIRPAR
30,48,06,99,34,DILALPUR
30,48,06,99,43,GAZIR CHAR
30,48,06,99,51,HALIMPUR
30,48,06,99,60,HILACHIA
30,48,06,99,69,HUMAIPUR
30,48,06,99,72,KAILAG
30,48,06,99,77,MAIJ CHAR
30,48,06,99,86,PIRIJPUR
30,48,06,99,94,SARAR CHAR
30,48,11,,,BHAIRAB
30,48,11,50,,BHAIRAB PAURASHAVA
30,48,11,50,01,WARD NO-01
30,48,11,50,02,WARD NO-02
30,48,11,50,03,WARD NO-03
30,48,11,50,04,WARD NO-04
30,48,11,50,05,WARD NO-05
30,48,11,50,06,WARD NO-06
30,48,11,50,07,WARD NO-07
30,48,11,50,08,WARD NO-08
30,48,11,50,09,WARD NO-09
30,48,11,50,10,WARD NO-10
30,48,11,50,11,WARD NO-11
30,48,11,50,12,WARD NO-12
30,48,11,99,21,AGANAGAR
30,48,11,99,35,GAZARIA
30,48,11,99,47,KALIKA PRASAD
30,48,11,99,59,SADAKPUR
30,48,11,99,71,SHIBPUR
30,48,11,99,83,SHIMULKANDI
30,48,11,99,85,SREENAGAR
30,48,27,,,HOSSAINPUR
30,48,27,62,,HOSSAINPUR PAURASHAVA
30,48,27,62,01,WARD NO-01
30,48,27,62,02,WARD NO-02
30,48,27,62,03,WARD NO-03
30,48,27,62,04,WARD NO-04
30,48,27,62,05,WARD NO-05
30,48,27,62,06,WARD NO-06
30,48,27,62,07,WARD NO-07
30,48,27,62,08,WARD NO-08
30,48,27,62,09,WARD NO-09
30,48,27,99,13,ARAIBARIA
30,48,27,99,27,GOBINDAPUR
30,48,27,99,40,JINARI
30,48,27,99,54,PUMDI
30,48,27,99,67,SAHEDAL
30,48,27,99,81,SIDHLA
30,48,33,,,ITNA
30,48,33,99,17,BADLA
30,48,33,99,25,BARIBARI
30,48,33,99,26,CHAUGANGA
30,48,33,99,43,DHANPUR
30,48,33,99,47,ELONGJURI
30,48,33,99,51,ITNA
30,48,33,99,60,JOY SIDDHI
30,48,33,99,86,MRIGA
30,48,33,99,94,RAITUTI
30,48,42,,,KARIMGANJ
30,48,42,66,,KARIMGANJ PAURASHAVA
30,48,42,66,01,WARD NO-01
30,48,42,66,02,WARD NO-02
30,48,42,66,03,WARD NO-03
30,48,42,66,04,WARD NO-04
30,48,42,66,05,WARD NO-05
30,48,42,66,06,WARD NO-06
30,48,42,66,07,WARD NO-07
30,48,42,66,08,WARD NO-08
30,48,42,66,09,WARD NO-09
30,48,42,99,13,BARAGHARIA
30,48,42,99,17,DEHUNDA
30,48,42,99,25,GUNDHAR
30,48,42,99,34,GUJADIA
30,48,42,99,43,JAFARABAD
30,48,42,99,51,JOYKA
30,48,42,99,60,KADIR JANGAL
30,48,42,99,71,KIRATAN
30,48,42,99,77,NIAMATPUR
30,48,42,99,86,NOABAD
30,48,42,99,94,SUTAR PARA
30,48,45,,,KATIADI
30,48,45,70,,KATIADI PAURASHAVA
30,48,45,70,01,WARD NO-01
30,48,45,70,02,WARD NO-02
30,48,45,70,03,WARD NO-03
30,48,45,70,04,WARD NO-04
30,48,45,70,05,WARD NO-05
30,48,45,70,06,WARD NO-06
30,48,45,70,07,WARD NO-07
30,48,45,70,08,WARD NO-08
30,48,45,70,09,WARD NO-09
30,48,45,99,13,ACHMITA
30,48,45,99,19,BANAGRAM
30,48,45,99,28,CHANDPUR
30,48,45,99,38,JALALPUR
30,48,45,99,47,KARGAON
30,48,45,99,66,LOHAJURI
30,48,45,99,76,MASUA
30,48,45,99,85,MUMURDIA
30,48,45,99,95,SHAHASRAM DHULDIA
30,48,49,,,KISHOREGANJ SADAR
30,48,49,75,,KISHOREGANJ PAURASHAVA
30,48,49,75,01,WARD NO-01
30,48,49,75,02,WARD NO-02
30,48,49,75,03,WARD NO-03
30,48,49,75,04,WARD NO-04
30,48,49,75,05,WARD NO-05
30,48,49,75,06,WARD NO-06
30,48,49,75,07,WARD NO-07
30,48,49,75,08,WARD NO-08
30,48,49,75,09,WARD NO-09
30,48,49,99,16,BINNATI
30,48,49,99,17,BAULAI
30,48,49,99,25,CHAUDDASATA
30,48,49,99,34,DANA PATALI
30,48,49,99,43,JASODAL
30,48,49,99,51,KORSHA KARIAIL
30,48,49,99,60,LATIBABAD
30,48,49,99,69,MAHINANDA
30,48,49,99,77,MAIJ KHAPAN
30,48,49,99,86,MARIA
30,48,49,99,94,RASHIDABAD
30,48,54,,,KULIAR CHAR
30,48,54,88,,KULIAR CHAR PAURASHAVA
30,48,54,88,01,WARD NO-01
30,48,54,88,02,WARD NO-02
30,48,54,88,03,WARD NO-03
30,48,54,88,04,WARD NO-04
30,48,54,88,05,WARD NO-05
30,48,54,88,06,WARD NO-06
30,48,54,88,07,WARD NO-07
30,48,54,88,08,WARD NO-08
30,48,54,88,09,WARD NO-09
30,48,54,99,11,CHHAYSUTI
30,48,54,99,23,FARIDPUR
30,48,54,99,35,GOBARIA ABDULLAHPUR
30,48,54,99,59,OSMANPUR
30,48,54,99,71,RAMDI
30,48,54,99,83,SALUA
30,48,59,,,MITHAMAIN
30,48,59,99,11,BAIRATI
30,48,59,99,13,DHAKI
30,48,59,99,27,GHAGRA
30,48,59,99,40,GOPEDIGHI
30,48,59,99,54,KHATKHAL
30,48,59,99,67,KEORJORI
30,48,59,99,81,MITHAMAIN
30,48,76,,,NIKLI
30,48,76,99,23,CHHATIR CHAR
30,48,76,99,27,DAMPARA
30,48,76,99,38,GURAI
30,48,76,99,47,JARAITALA
30,48,76,99,57,KARPASHA
30,48,76,99,76,NIKLI
30,48,76,99,85,SINGPUR
30,48,79,,,PAKUNDIA
30,48,79,92,,PAKUNDIA PAURASHAVA
30,48,79,92,01,WARD NO-01
30,48,79,92,02,WARD NO-02
30,48,79,92,03,WARD NO-03
30,48,79,92,04,WARD NO-04
30,48,79,92,05,WARD NO-05
30,48,79,92,06,WARD NO-06
30,48,79,92,07,WARD NO-07
30,48,79,92,08,WARD NO-08
30,48,79,92,09,WARD NO-09
30,48,79,99,15,BARUDIA
30,48,79,99,19,CHANDI PASHA
30,48,79,99,28,CHAR FARADI
30,48,79,99,38,EGARASINDUR
30,48,79,99,47,HOSENDI
30,48,79,99,57,JANGALIA
30,48,79,99,66,NARANDI
30,48,79,99,85,PATUABHANGA
30,48,79,99,95,SUKHIA
30,48,92,,,TARAIL
30,48,92,99,13,DAMIHA
30,48,92,99,27,DHALA
30,48,92,99,40,DIGDAIR
30,48,92,99,54,JAWAR
30,48,92,99,67,RAUTI
30,48,92,99,81,TALGANGA
30,48,92,99,94,TARAIL SACHAIL
30,54,,,,MADARIPUR
30,54,40,,,KALKINI
30,54,40,25,,KALKINI PAURASHAVA
30,54,40,25,01,WARD NO-01
30,54,40,25,02,WARD NO-02
30,54,40,25,03,WARD NO-03
30,54,40,25,04,WARD NO-04
30,54,40,25,05,WARD NO-05
30,54,40,25,06,WARD NO-06
30,54,40,25,07,WARD NO-07
30,54,40,25,08,WARD NO-08
30,54,40,25,09,WARD NO-09
30,54,40,99,11,ALINAGAR
30,54,40,99,12,BALIGRAM
30,54,40,99,18,BANSHGARI
30,54,40,99,25,CHAR DAULAT KHAN
30,54,40,99,31,DASAR
30,54,40,99,37,ENAYETNAGAR
30,54,40,99,44,GOPALPUR
30,54,40,99,56,KAYARIA
30,54,40,99,63,KAZIBAKAI
30,54,40,99,69,LAKSHMIPUR
30,54,40,99,75,NABAGRAM
30,54,40,99,82,RAMJANPUR
30,54,40,99,88,SAHEBRAMPUR
30,54,40,99,94,SHIKAR MANGAL
30,54,54,,,MADARIPUR SADAR
30,54,54,50,,MADARIPUR PAURASHAVA
30,54,54,50,01,WARD NO-01
30,54,54,50,02,WARD NO-02
30,54,54,50,03,WARD NO-03
30,54,54,50,04,WARD NO-04
30,54,54,50,05,WARD NO-05
30,54,54,50,06,WARD NO-06
30,54,54,50,07,WARD NO-07
30,54,54,50,08,WARD NO-08
30,54,54,50,09,WARD NO-09
30,54,54,99,10,BAHADURPUR
30,54,54,99,11,CHILAR CHAR
30,54,54,99,17,DHURAIL
30,54,54,99,23,DUDKHALI
30,54,54,99,29,GHATMAJHI
30,54,54,99,35,JHAUDI
30,54,54,99,41,KALIKAPUR
30,54,54,99,47,KENDUA
30,54,54,99,53,KHOAJPUR
30,54,54,99,59,KUNIA
30,54,54,99,71,MUSTAFAPUR
30,54,54,99,77,PANCHKHOLA
30,54,54,99,83,PEARPUR
30,54,54,99,89,RASTI
30,54,54,99,94,SIRKHARA
30,54,80,,,RAJOIR
30,54,80,68,,RAJOIR PAURASHAVA
30,54,80,68,01,WARD NO-01
30,54,80,68,02,WARD NO-02
30,54,80,68,03,WARD NO-03
30,54,80,68,04,WARD NO-04
30,54,80,68,05,WARD NO-05
30,54,80,68,06,WARD NO-06
30,54,80,68,07,WARD NO-07
30,54,80,68,08,WARD NO-08
30,54,80,68,09,WARD NO-09
30,54,80,99,13,AMGRAM
30,54,80,99,19,BADAR PASHA
30,54,80,99,28,BAJITPUR
30,54,80,99,31,HARIDASDI MAHENDRADI
30,54,80,99,38,HOSSAINPUR
30,54,80,99,47,ISIBPUR
30,54,80,99,57,KABIRAJPUR
30,54,80,99,66,KADAMBARI
30,54,80,99,76,KHALIA
30,54,80,99,85,PAIK PARA
30,54,80,99,95,RAJOIR
30,54,87,,,SHIBCHAR
30,54,87,75,,SHIBCHAR PAURASHAVA
30,54,87,75,01,WARD NO-01
30,54,87,75,02,WARD NO-02
30,54,87,75,03,WARD NO-03
30,54,87,75,04,WARD NO-04
30,54,87,75,05,WARD NO-05
30,54,87,75,06,WARD NO-06
30,54,87,75,07,WARD NO-07
30,54,87,75,08,WARD NO-08
30,54,87,75,09,WARD NO-09
30,54,87,99,11,BANDARKHOLA
30,54,87,99,13,BANSHKANDI
30,54,87,99,15,BAHERATALA DAKSHIN
30,54,87,99,18,BAHERATALA UTTAR
30,54,87,99,21,BHADRASAN
30,54,87,99,26,BHANDARIKANDI
30,54,87,99,31,CHAR JANAJAT
30,54,87,99,36,DATTA PARA
30,54,87,99,42,DITIYAKHANDA
30,54,87,99,47,KADIRPUR
30,54,87,99,52,KANTHALBARI
30,54,87,99,58,KUTUBPUR
30,54,87,99,63,MATBARER CHAR
30,54,87,99,68,NILAKHI
30,54,87,99,73,PANCH CHAR
30,54,87,99,79,SANNYASIR CHAR
30,54,87,99,84,SHIBCHAR
30,54,87,99,89,SIRUAIL
30,54,87,99,94,UMEDPUR
30,56,,,,MANIKGANJ
30,56,10,,,DAULATPUR
30,56,10,99,17,BACHAMARA
30,56,10,99,19,BAGHUTIA
30,56,10,99,28,CHAK MIRPUR
30,56,10,99,38,CHARKATARI
30,56,10,99,57,DHAMSAR
30,56,10,99,66,JIYANPUR
30,56,10,99,76,KALIA
30,56,10,99,85,KHALSI
30,56,22,,,GHIOR
30,56,22,99,11,BALIAKHORA
30,56,22,99,23,BANIAJURI
30,56,22,99,35,BARATIA
30,56,22,99,47,GHIOR
30,56,22,99,59,NALI
30,56,22,99,71,PAILA
30,56,22,99,83,SINGJURI
30,56,28,,,HARIRAMPUR
30,56,28,99,11,AZIMNAGAR
30,56,28,99,14,BALLA
30,56,28,99,21,BALARA
30,56,28,99,29,BOYRA
30,56,28,99,36,CHALA
30,56,28,99,43,DHULSUNRA
30,56,28,99,51,GALA
30,56,28,99,58,GOPINATHPUR
30,56,28,99,65,HARUKANDI
30,56,28,99,73,KANCHANPUR
30,56,28,99,80,LESRAGANJ
30,56,28,99,87,RAMKRISHNAPUR
30,56,28,99,94,SUTALARI
30,56,46,,,MANIKGANJ SADAR
30,56,46,50,,MANIKGANJ PAURASHAVA
30,56,46,50,01,WARD NO-01
30,56,46,50,02,WARD NO-02
30,56,46,50,03,WARD NO-03
30,56,46,50,04,WARD NO-04
30,56,46,50,05,WARD NO-05
30,56,46,50,06,WARD NO-06
30,56,46,50,07,WARD NO-07
30,56,46,50,08,WARD NO-08
30,56,46,50,09,WARD NO-09
30,56,46,99,11,BETILA MITARA
30,56,46,99,13,ATIGRAM
30,56,46,99,15,BHARARIA
30,56,46,99,23,DIGHI
30,56,46,99,31,GARPARA
30,56,46,99,39,HATI PARA
30,56,46,99,55,JAIGIR
30,56,46,99,71,KRISHNAPUR
30,56,46,99,87,NABAGRAM
30,56,46,99,94,PUTAIL
30,56,70,,,SATURIA
30,56,70,99,19,BALIATI
30,56,70,99,28,BARAID
30,56,70,99,38,DARAGRAM
30,56,70,99,47,DIGHALIA
30,56,70,99,57,DHANKORA
30,56,70,99,66,FUKURHATI
